,player,rating,kills,ok,kost,kpr,srv,1vx,plant,hs,atk,def
6,PARAA,1.47,11-5 (+6),1-0 (+1),100%,1,55%,0,0,70%,Lion,Vigil
7,RIPZ,1.83,14-3 (+11),2-0 (+2),91%,1.27,73%,0,1,64%,Buck,Lesion
8,HUNGRY,0.98,6-8 (-2),1-1 (+0),82%,0.55,27%,0,0,40%,Ying,Smoke
9,VALE,1.26,9-5 (+4),0-2 (-2),82%,0.82,55%,0,1,44%,Thermite,Jager
0,APPROX,0.26,1-11 (-10),0-3 (-3),38%,0.08,15%,0,0,0%,Ash,Smoke
1,SAFHIIZ,0.82,7-11 (-4),1-2 (-1),46%,0.54,15%,0,1,80%,Hibana,Mute
2,JAHK,0.82,8-10 (-2),1-1 (+0),62%,0.62,23%,0,0,100%,Zofia,Mira
3,SPOKEN,0.91,12-12 (+0),2-3 (-1),46%,0.92,8%,0,0,30%,IQ,Vigil
4,MEECHY,0.62,6-12 (-6),0-0 (+0),38%,0.46,8%,0,1,60%,Buck,Lesion
5,PANIX,1.52,16-6 (+10),2-1 (+1),69%,1.23,54%,0,0,40%,Finka,Jager
6,ENEMY,1.02,7-8 (-1),1-0 (+1),77%,0.54,38%,0,0,17%,Blitz,Bandit
7,SNKY,1.39,14-9 (+5),5-1 (+4),92%,1.08,31%,0,0,64%,Lion,Lesion
8,REVAN,1.22,10-5 (+5),0-0 (+0),85%,0.77,62%,0,0,50%,Lion,Mira
9,VOY,1.06,8-6 (+2),1-2 (-1),62%,0.62,54%,1,1,50%,Thermite,Castle
0,GOGA,1.08,13-13 (+0),0-1 (-1),70%,0.57,43%,2,3,67%,Thermite,Jager
1,FABIAN,1.11,21-15 (+6),4-3 (+1),61%,0.91,35%,0,0,60%,Jackal,Lesion
2,JOONAS,0.79,14-19 (-5),4-4 (+0),48%,0.61,17%,0,0,71%,Zofia,Mute
3, PENGU,0.91,16-16 (+0),2-1 (+1),52%,0.7,30%,0,0,38%,Montagne,Smoke
4,SHA77E,1.09,19-14 (+5),2-2 (+0),65%,0.83,39%,0,0,61%,Lion,Mira
5,LIVEN,1.24,22-13 (+9),2-2 (+0),70%,0.96,43%,0,0,27%,Ash,Pulse
6,RENSHIRO,1.14,22-17 (+5),5-2 (+3),61%,0.96,26%,0,0,52%,Blackbeard,Mira
7,HICKS,0.56,8-19 (-11),1-2 (-1),39%,0.35,17%,0,0,43%,Hibana,Valkyrie
8,JOGHURTZZ,0.79,14-17 (-3),0-3 (-3),48%,0.61,26%,0,0,29%,Lion,Lesion
9,RISZE,0.81,11-17 (-6),3-3 (+0),65%,0.48,26%,0,0,33%,IQ,Jager
0,BOUNSSI,0.96,14-16 (-2),2-0 (+2),70%,0.7,20%,0,1,58%,Lion,Smoke
1,WILLKEY,0.56,7-17 (-10),1-2 (-1),50%,0.35,15%,0,0,43%,Sledge,Valkyrie
2,KANTO,0.85,13-16 (-3),3-5 (-2),55%,0.65,20%,0,0,38%,Ash,Bandit
3,PANNARI,0.91,14-17 (-3),1-2 (-1),60%,0.7,15%,0,2,67%,Hibana,Mira
4,UUNO,0.88,11-13 (-2),2-2 (+0),60%,0.55,35%,1,0,45%,Twitch,Mute
5,PARAA,1.17,17-11 (+6),1-3 (-2),70%,0.85,45%,0,0,47%,Lion,Vigil
6,RIPZ,1.28,19-11 (+8),3-0 (+3),85%,0.95,45%,0,0,56%,Glaz,Mute
7,HUNGRY,0.98,14-12 (+2),1-2 (-1),60%,0.7,40%,0,0,31%,Ying,Smoke
8,VALE,1.27,18-11 (+7),3-1 (+2),75%,0.9,45%,0,2,44%,Hibana,Lesion
9,LAZZO,0.86,10-16 (-6),3-3 (+0),60%,0.5,20%,1,2,63%,Dokkaebi,Mira
0,RENUILZ,0.5,10-25 (-15),3-7 (-4),41%,0.37,7%,0,1,60%,Lion,Mute
1,SECRETLY,1.2,23-21 (+2),1-6 (-5),59%,0.85,22%,3,6,57%,Thermite,Lesion
2,KRIPPS,0.91,14-19 (-5),1-4 (-3),56%,0.52,30%,1,1,50%,Ash,Jager
3,REDGROOVE,1.01,19-20 (-1),2-1 (+1),63%,0.7,26%,0,0,67%,Ying,Mira
4,SNOOKEN,0.8,14-18 (-4),1-1 (+0),52%,0.52,33%,0,0,54%,Thatcher,Smoke
5,RAFALE,1.11,15-15 (+0),4-0 (+4),78%,0.56,44%,0,6,40%,Thermite,Valkyrie
6,BIBOO,1.63,35-14 (+21),7-2 (+5),81%,1.3,48%,1,0,48%,Ash,Ela
7,ZEPHIR,1.27,26-17 (+9),3-2 (+1),74%,0.96,37%,0,0,58%,Glaz,Castle
8,SPARK,0.87,14-19 (-5),4-1 (+3),70%,0.52,30%,0,0,54%,Lion,Bandit
9,BRID,0.9,12-16 (-4),1-3 (-2),70%,0.44,41%,0,0,58%,Hibana,Mira
0,LIVEN,1.15,11-6 (+5),1-1 (+0),71%,0.79,57%,0,0,30%,Buck,Pulse
1,RENSHIRO,0.86,6-8 (-2),0-0 (+0),64%,0.43,43%,0,0,60%,Blackbeard,Valkyrie
2,HICKS,1.62,17-4 (+13),4-0 (+4),79%,1.21,71%,0,1,65%,Hibana,Smoke
3,JOGHURTZZ,1.24,14-8 (+6),4-2 (+2),71%,1,43%,0,0,71%,Lion,Lesion
4,RISZE,1.22,12-8 (+4),1-1 (+0),79%,0.86,43%,0,0,27%,IQ,Jager
5,APPROX,0.49,5-12 (-7),0-3 (-3),36%,0.36,14%,0,0,40%,IQ,Smoke
6,SAFHIIZ,0.67,6-10 (-4),0-1 (-1),36%,0.43,29%,0,1,33%,Blitz,Mira
7,JAHK,0.79,8-13 (-5),2-2 (+0),64%,0.57,7%,0,0,75%,Zofia,Mute
8,SPOKEN,0.93,11-12 (-1),2-3 (-1),57%,0.79,14%,0,0,45%,Lion,Vigil
9,MEECHY,0.47,4-13 (-9),0-1 (-1),29%,0.29,7%,0,1,25%,Hibana,Lesion
0,GOGA,1.1,10-9 (+1),1-0 (+1),77%,0.77,31%,0,2,70%,Thermite,Bandit
1,FABIAN,1.68,19-6 (+13),2-1 (+1),85%,1.46,54%,0,0,53%,Lion,Lesion
2,JOONAS,0.77,4-7 (-3),0-3 (-3),62%,0.31,46%,0,0,100%,Zofia,Mute
3,PENGU,1.48,12-5 (+7),2-0 (+2),85%,0.92,62%,1,0,36%,Ash,Valkyrie
4,SHA77E,1.09,8-8 (+0),1-2 (-1),85%,0.62,38%,0,1,63%,Blitz,Smoke
5,PANIX,0.61,7-11 (-4),1-2 (-1),31%,0.54,15%,0,0,43%,Hibana,Jager
6,ENEMY,0.53,2-10 (-8),0-3 (-3),54%,0.15,23%,0,0,50%,Blitz,Bandit
7,SNKY,0.65,6-11 (-5),0-0 (+0),54%,0.46,15%,0,0,83%,Twitch,Smoke
8,REVAN,1.14,11-11 (+0),3-0 (+3),77%,0.85,15%,0,0,55%,Lion,Pulse
9,VOY,0.88,8-10 (-2),2-1 (+1),54%,0.62,23%,0,1,38%,Glaz,Mute
0,SPAWNSSS,1.46,22-8 (+14),4-2 (+2),86%,1,64%,0,0,50%,Lion,Smoke
1,FK1,1.5,27-11 (+16),5-2 (+3),64%,1.23,50%,0,1,42%,Twitch,Jager
2,GCR,0.85,11-15 (-4),3-0 (+3),50%,0.5,32%,0,1,78%,Hibana,Mira
3, REVO1TZ,1.2,20-13 (+7),1-1 (+0),77%,0.91,41%,0,0,39%,Buck,Castle
4,YOONA,0.92,11-14 (-3),1-2 (-1),77%,0.5,36%,0,2,63%,Finka,Mira
5,VELVET,0.9,13-16 (-3),2-2 (+0),59%,0.59,27%,1,0,62%,Blackbeard,Smoke
6,VNXZZ,0.75,9-16 (-7),0-1 (-1),50%,0.41,27%,1,2,44%,Lion,Lesion
7,W44LK,0.36,3-20 (-17),0-2 (-2),32%,0.14,9%,0,1,33%,Thermite,Doc
8,ZYON,0.92,19-21 (-2),5-6 (-1),55%,0.86,5%,0,1,47%,Dokkaebi,Jager
9,ABREU,0.88,14-18 (-4),0-3 (-3),59%,0.64,18%,1,0,38%,Ying,Mira
0,MEG4,0.69,9-15 (-6),3-1 (+2),50%,0.5,17%,0,0,44%,Zofia,Jager
1,MITY,0.83,10-14 (-4),0-2 (-2),61%,0.56,22%,0,0,40%,Ying,Pulse
2,JASONS13,1.14,12-11 (+1),1-0 (+1),67%,0.67,39%,2,4,42%,Thermite,Smoke
3,GERE,1.1,16-12 (+4),0-1 (-1),67%,0.89,33%,0,0,62%,Thatcher,Mira
4,AIO,0.64,8-16 (-8),5-3 (+2),56%,0.44,11%,1,0,75%,Dokkaebi,Jager
5,LEV1,0.92,7-13 (-6),1-1 (+0),83%,0.39,28%,0,2,71%,Thermite,Mira
6,DOCKY,1.06,10-10 (+0),0-2 (-2),83%,0.56,44%,0,0,56%,Lion,Smoke
7,RDZ,1.29,15-10 (+5),4-2 (+2),78%,0.83,44%,0,1,43%,Jackal,Valkyrie
8,DRUNKZ,1.28,17-10 (+7),1-1 (+0),67%,0.94,44%,1,0,65%,Ying,Bandit
9,SLASH,1.37,17-11 (+6),1-3 (-2),83%,0.94,39%,0,0,35%,Sledge,Jager
0,GOHAN,0.95,8-10 (-2),1-2 (-1),77%,0.62,23%,0,0,17%,Ash,Pulse
1,CAMERAM4N,1.22,10-7 (+3),0-0 (+0),92%,0.77,46%,0,0,50%,Lion,Mira
2,MURINGA,0.86,5-10 (-5),2-0 (+2),69%,0.38,23%,0,2,25%,Thermite,Smoke
3,ASTRO,1.4,14-7 (+7),2-3 (-1),77%,1.08,46%,1,1,43%,Twitch,Mute
4,MAV,1.65,17-6 (+11),2-1 (+1),85%,1.31,54%,0,1,47%,Blitz,Valkyrie
5,NESK,0.83,9-13 (-4),3-0 (+3),62%,0.69,0%,0,0,56%,Ash,Valkyrie
6,BULLET,1.3,13-8 (+5),1-1 (+0),92%,1,38%,0,1,62%,Thatcher,Bandit
7,ZIG,0.69,5-11 (-6),1-3 (-2),62%,0.38,15%,0,0,60%,Lion,Castle
8,PSK1,0.76,7-12 (-5),0-2 (-2),69%,0.54,8%,0,0,57%,Hibana,Smoke
9,SEXYCAKE,0.64,6-10 (-4),1-1 (+0),38%,0.46,23%,0,0,33%,Blitz,Smoke
0,NESK,1.07,15-16 (-1),4-4 (+0),77%,0.68,27%,0,2,46%,Blitz,Smoke
1,BULLET,1.36,21-12 (+9),0-0 (+0),82%,0.95,45%,0,0,38%,Hibana,Jager
2,ZIG,1.03,13-13 (+0),3-1 (+2),82%,0.59,41%,0,0,54%,Lion,Castle
3,PSK1,1.1,12-12 (+0),3-2 (+1),73%,0.55,45%,0,3,42%,Thermite,Smoke
4,SEXYCAKE,0.87,10-14 (-4),2-3 (-1),64%,0.45,36%,0,0,56%,Ying,Valkyrie
5,PANICO,1.12,16-12 (+4),4-1 (+3),73%,0.73,45%,0,0,53%,Lion,Castle
6,GDNN1,1.08,13-12 (+1),1-2 (-1),64%,0.59,45%,0,5,50%,Thermite,Mira
7,IBLACKZ,1.04,15-12 (+3),2-3 (-1),73%,0.68,45%,0,0,47%,Twitch,Valkyrie
8,ION,0.71,11-16 (-5),1-2 (-1),55%,0.5,27%,0,0,45%,Thatcher,Bandit
9,HUGZORD,0.62,11-19 (-8),2-4 (-2),41%,0.5,14%,0,0,60%,Ying,Smoke
0,GOHAN,1.31,13-8 (+5),0-4 (-4),88%,0.81,50%,0,0,75%,Ying,Pulse
1,CAMERAM4N,1.13,10-9 (+1),1-0 (+1),63%,0.63,44%,1,1,14%,Lion,Mira
2,MURINGA ,0.82,6-12 (-6),1-3 (-2),63%,0.38,25%,0,3,83%,Hibana,Smoke
3,ASTRO,1.49,18-9 (+9),2-1 (+1),81%,1.13,44%,2,0,39%,Twitch,Vigil
4,MAV,1.34,14-11 (+3),3-1 (+2),69%,0.88,31%,0,1,58%,Blitz,Valkyrie
5,PSYCHO,0.72,8-12 (-4),0-3 (-3),56%,0.5,25%,0,0,29%,Ash,Vigil
6,KAMIKAZE,1.23,17-13 (+4),5-0 (+5),75%,1.06,19%,0,0,53%,Ying,Castle
7,JULIO,0.66,5-12 (-7),1-0 (+1),50%,0.31,25%,0,1,50%,Blitz,Mira
8,PZD,0.99,12-11 (+1),3-3 (+0),56%,0.75,31%,0,0,30%,Lion,Doc
9,WAG,0.65,7-13 (-6),0-1 (-1),44%,0.44,19%,0,1,67%,Hibana,Smoke
0,GOHAN,0.95,12-13 (-1),2-2 (+0),61%,0.67,28%,0,0,58%,Buck,Doc
1,CAMERAM4N,1.27,16-9 (+7),2-2 (+0),78%,0.89,50%,0,0,69%,Buck,Mira
2,MURINGA,1.02,8-12 (-4),0-2 (-2),78%,0.44,33%,0,5,38%,Hibana,Mute
3,ASTRO,1.6,23-11 (+12),5-0 (+5),72%,1.28,39%,1,0,50%,Twitch,Ela
4,MAV,1.15,14-9 (+5),1-2 (-1),83%,0.78,50%,0,0,71%,Lion,Valkyrie
5,NOVYS,0.96,15-16 (-1),5-3 (+2),50%,0.83,11%,0,0,67%,Sledge,Pulse
6,D1OGO1,0.62,7-15 (-8),2-2 (+0),39%,0.39,17%,1,0,57%,Lion,Valkyrie
7,CYB3R,0.97,16-16 (+0),0-0 (+0),56%,0.89,11%,0,0,38%,Lion,Smoke
8,ONE,0.65,7-14 (-7),1-3 (-2),50%,0.39,22%,0,1,50%,Twitch,Smoke
9,PX,0.9,9-12 (-3),0-2 (-2),56%,0.5,33%,1,2,56%,Hibana,Pulse
0,DUDDS,1.1,16-12 (+4),4-2 (+2),68%,0.84,37%,0,0,40%,Thatcher,Valkyrie
1,SSEIIYA,0.68,6-12 (-6),1-4 (-3),47%,0.32,37%,0,2,50%,Hibana,Lesion
2,MKING,0.73,9-14 (-5),1-0 (+1),47%,0.47,26%,0,1,38%,Blitz,Echo
3,LIPEZORD,0.99,15-14 (+1),2-2 (+0),68%,0.79,26%,0,0,80%,Lion,Mira
4,INTACT,0.7,7-11 (-4),1-2 (-1),53%,0.37,42%,0,0,20%,Buck,Smoke
5,PANICO,1.35,19-9 (+10),5-3 (+2),74%,1,53%,0,0,35%,Lion,Castle
6,GDNN1,0.81,6-12 (-6),1-0 (+1),58%,0.32,37%,0,4,67%,Thermite,Mira
7,IBLACKZ,1.18,16-10 (+6),1-2 (-1),68%,0.84,47%,0,0,56%,Hibana,Valkyrie
8,ION,1.27,16-10 (+6),2-2 (+0),84%,0.84,47%,0,0,44%,Glaz,Vigil
9,HUGZORD,0.81,6-12 (-6),1-2 (-1),63%,0.32,37%,0,1,50%,Ying,Smoke
0, NOVYS,1.06,20-21 (-1),6-7 (-1),63%,0.83,13%,0,1,47%,Hibana,Jager
1,D1OGO1,1.19,17-11 (+6),3-0 (+3),75%,0.71,54%,1,0,47%,Lion,Lesion
2,CYB3R,1.28,23-14 (+9),2-3 (-1),79%,0.96,42%,0,0,38%,Buck,Smoke
3,ONE,1.02,14-14 (+0),1-1 (+0),71%,0.58,42%,0,1,40%,Blitz,Valkyrie
4,PX,1.15,16-14 (+2),1-0 (+1),79%,0.67,42%,0,5,79%,Hibana,Mira
5,SPAWNSSS,0.95,19-20 (-1),2-1 (+1),63%,0.79,17%,0,0,37%,Lion,Mira
6,FK1,0.57,8-21 (-13),2-4 (-2),42%,0.33,13%,0,1,50%,Buck,Valkyrie
7,GCR,0.91,14-17 (-3),3-2 (+1),67%,0.58,29%,0,0,43%,Hibana,Jager
8,REVO1TZ,1.13,19-14 (+5),1-2 (-1),75%,0.79,42%,0,1,50%,Zofia,Smoke
9,YOONA,0.81,14-18 (-4),3-4 (-1),50%,0.58,25%,0,3,55%,Glaz,Lesion
0,GOHAN,0.7,9-15 (-6),2-5 (-3),53%,0.47,21%,0,0,0%,Buck,Smoke
1,CAMERAM4N,1.13,16-12 (+4),2-2 (+0),63%,0.84,37%,0,0,43%,Lion,Mira
2,MURINGA,0.96,11-14 (-3),1-1 (+0),63%,0.58,26%,1,4,27%,Hibana,Smoke
3,ASTRO,0.93,12-13 (-1),1-2 (-1),68%,0.63,32%,0,0,55%,Thatcher,Jager
4,MAV,0.72,8-17 (-9),0-3 (-3),63%,0.42,11%,0,0,17%,Blitz,Mute
5,NESK,1.22,20-12 (+8),5-2 (+3),63%,1.05,37%,0,0,40%,Ash,Smoke
6,BULLET,1.09,13-10 (+3),1-0 (+1),74%,0.68,47%,1,0,38%,Zofia,Valkyrie
7,ZIG,1.19,14-10 (+4),3-1 (+2),84%,0.74,47%,0,0,30%,Lion,Pulse
8,PSK1,0.79,6-14 (-8),1-1 (+0),58%,0.32,26%,0,5,50%,Hibana,Smoke
9,SEXYCAKE,1.27,18-12 (+6),3-2 (+1),74%,0.95,37%,1,0,73%,Blitz,Mute
0,MEG4,0.69,12-19 (-7),3-3 (+0),42%,0.5,21%,0,0,67%,Ash,Valkyrie
1,MITY,0.93,17-21 (-4),2-2 (+0),67%,0.71,13%,0,0,33%,Lion,Pulse
2,JASONS13,0.82,13-20 (-7),1-2 (-1),67%,0.54,17%,0,4,42%,Thermite,Smoke
3,GERE,0.93,15-17 (-2),2-0 (+2),63%,0.63,29%,0,0,54%,Thatcher,Mira
4,AIO,0.75,12-18 (-6),2-6 (-4),54%,0.5,25%,0,1,50%,Sledge,Lesion
5,PANICO,1.31,21-13 (+8),3-3 (+0),88%,0.88,46%,0,0,53%,Lion,Lesion
6,GDNN1,1.09,12-14 (-2),1-0 (+1),79%,0.5,42%,0,4,80%,Thermite,Mira
7,IBLACKZ,1.49,30-14 (+16),6-4 (+2),75%,1.25,42%,0,0,52%,Twitch,Bandit
8,ION,1.3,23-14 (+9),2-2 (+0),79%,0.96,42%,0,2,70%,Zofia,Jager
9,HUGZORD,0.81,9-16 (-7),1-1 (+0),67%,0.38,33%,0,1,67%,Ying,Smoke
0,PSYCHO,0.79,7-11 (-4),1-4 (-3),64%,0.5,21%,0,1,83%,Sledge,Pulse
1,KAMIKAZE,1.37,14-7 (+7),1-2 (-1),79%,1,50%,0,1,33%,Lion,Jager
2,JULIO,1.14,12-7 (+5),0-2 (-2),64%,0.86,50%,0,0,55%,Blitz,Mira
3,PZD,1.22,12-10 (+2),0-1 (-1),79%,0.86,29%,1,1,25%,Ying,Valkyrie
4,WAG,1.03,9-9 (+0),3-0 (+3),79%,0.64,36%,0,0,50%,Hibana,Smoke
5,DUDDS,1.03,10-10 (+0),1-0 (+1),50%,0.71,29%,1,1,60%,Thatcher,Mute
6,SSEIIYA,0.82,8-11 (-3),0-2 (-2),64%,0.57,21%,0,1,25%,Ying,Lesion
7,MKING,1.08,10-11 (-1),4-1 (+3),86%,0.71,21%,0,0,44%,Lion,Mira
8,LIPEZORD,0.69,7-12 (-5),2-1 (+1),50%,0.5,14%,0,0,67%,Thermite,Lesion
9,INTACT,0.87,9-12 (-3),2-1 (+1),71%,0.64,14%,0,0,50%,Buck,Smoke
0,NESK,1.55,18-7 (+11),5-2 (+3),80%,1.2,53%,0,0,77%,Glaz,Mira
1,BULLET,1.27,13-6 (+7),2-0 (+2),80%,0.87,60%,0,0,62%,Dokkaebi,Jager
2,ZIG,1.18,11-7 (+4),1-0 (+1),80%,0.73,53%,0,0,55%,Lion,Echo
3,PSK1,1.22,10-7 (+3),3-0 (+3),80%,0.67,53%,0,2,44%,Thermite,Smoke
4,SEXYCAKE,0.96,9-8 (+1),0-1 (-1),60%,0.6,47%,0,0,56%,Zofia,Valkyrie
5,NOVYS,0.38,4-14 (-10),0-4 (-4),33%,0.27,7%,0,0,75%,Zofia,Vigil
6,D1OGO1,1.01,11-10 (+1),1-0 (+1),60%,0.73,33%,0,1,40%,Lion,Smoke
7,CYB3R,1.14,15-11 (+4),2-3 (-1),53%,1,27%,1,0,47%,Jackal,Jager
8,ONE,0.29,2-13 (-11),0-2 (-2),20%,0.13,13%,0,0,100%,Blitz,Mute
9,PX,0.39,3-14 (-11),0-2 (-2),33%,0.2,7%,0,1,67%,Thermite,Mira
0,GOHAN,1.33,13-7 (+6),3-1 (+2),69%,1,46%,1,0,42%,Buck,Mira
1,CAMERAM4N,0.76,4-9 (-5),1-2 (-1),62%,0.31,31%,0,2,0%,Lion,Mira
2,MURINGA,1.43,15-8 (+7),2-2 (+0),69%,1.15,38%,1,1,36%,Thermite,Lesion
3,ASTRO,1.41,13-7 (+6),1-1 (+0),77%,1,46%,1,0,46%,Hibana,Vigil
4,MAV,0.96,7-8 (-1),0-0 (+0),85%,0.54,38%,0,0,57%,Blitz,Doc
5,SPAWNSSS,0.84,6-10 (-4),2-0 (+2),69%,0.46,23%,1,0,33%,Twitch,Mute
6,FK1,0.55,7-13 (-6),1-2 (-1),38%,0.54,0%,0,0,29%,Lion,Jager
7,GCR,0.83,8-10 (-2),1-2 (-1),54%,0.62,23%,0,0,71%,Glaz,Vigil
8,REVO1TZ,0.96,8-9 (-1),1-0 (+1),69%,0.62,31%,0,0,50%,Sledge,Pulse
9,YOONA,0.96,10-10 (+0),1-3 (-2),62%,0.77,23%,0,0,63%,Zofia,Mira
0,PSYCHO,1.43,16-7 (+9),3-1 (+2),79%,1.14,50%,0,1,31%,IQ,Pulse
1,KAMIKAZE,1.34,15-8 (+7),2-1 (+1),71%,1.07,43%,0,1,67%,Lion,Jager
2,JULIO,1.01,7-8 (-1),0-0 (+0),79%,0.5,43%,1,0,40%,Blitz,Mira
3,PZD,1.44,14-8 (+6),2-2 (+0),86%,1,43%,1,0,57%,Ying,Bandit
4,WAG,1.16,11-10 (+1),2-1 (+1),79%,0.79,29%,0,2,45%,Hibana,Smoke
5,MEG4,1,13-14 (-1),1-2 (-1),71%,0.93,0%,0,0,83%,Ash,Vigil
6,MITY,0.88,10-12 (-2),3-3 (+0),57%,0.71,14%,0,0,30%,Jackal,Smoke
7,JASONS13,0.62,1-11 (-10),0-1 (-1),50%,0.07,21%,1,3,0%,Hibana,Lesion
8,MIGZ,0.71,10-14 (-4),1-2 (-1),50%,0.71,0%,0,0,40%,Thatcher,Bandit
9,GERE,0.69,7-12 (-5),0-1 (-1),50%,0.5,14%,0,0,83%,Lion,Mira
0,DUDDS,1.07,19-18 (+1),2-1 (+1),64%,0.76,28%,1,3,65%,Thatcher,Bandit
1,SSEIIYA,0.93,17-17 (+0),3-4 (-1),68%,0.68,32%,0,0,47%,Ying,Lesion
2,MKING,1.07,21-18 (+3),0-3 (-3),72%,0.84,28%,1,0,55%,Blitz,Mira
3,LIPEZORD,1.05,16-18 (-2),4-1 (+3),72%,0.64,28%,1,2,43%,Thermite,Jager
4,INTACT,0.95,13-16 (-3),3-3 (+0),72%,0.52,36%,0,0,40%,Hibana,Smoke
5,PANICO,1.05,22-19 (+3),0-1 (-1),60%,0.88,24%,1,0,52%,Lion,Castle
6,GDNN1,1.13,14-14 (+0),3-2 (+1),76%,0.56,44%,0,6,58%,Thermite,Mira
7,IBLACKZ,0.97,16-19 (-3),5-1 (+4),72%,0.64,24%,0,0,53%,Thatcher,Mute
8,ION,1.25,26-16 (+10),3-2 (+1),64%,1.04,36%,0,0,68%,Buck,Jager
9,HUGZORD,0.75,9-19 (-10),1-6 (-5),68%,0.36,24%,0,1,33%,Blitz,Smoke
0,MAGNET,0.76,8-12 (-4),3-3 (+0),62%,0.62,8%,0,0,50%,Ying,Valkyrie
1,LUSTY,1.71,16-2 (+14),2-1 (+1),92%,1.23,85%,0,0,67%,Hibana,Mira
2,RIZRAZ,1,11-10 (+1),2-1 (+1),54%,0.85,23%,0,1,70%,Jackal,Jager
3,ACEZ,1.35,12-6 (+6),1-0 (+1),85%,0.92,54%,0,0,45%,Blackbeard,Lesion
4,NEOPHYTER,1.15,9-8 (+1),0-0 (+0),77%,0.69,38%,0,3,50%,Thermite,Bandit
5,MERIEUX,1.02,11-12 (-1),3-1 (+2),69%,0.85,8%,0,0,45%,Hibana,Lesion
6,CLOUD,0.59,4-11 (-7),0-2 (-2),54%,0.31,15%,0,0,50%,Lion,Mira
7,WOKKA,0.64,6-12 (-6),0-2 (-2),54%,0.46,8%,0,0,40%,IQ,Valkyrie
8,JJ,0.78,7-12 (-5),2-1 (+1),62%,0.54,8%,0,2,71%,Buck,Smoke
9,CRAZY PAPIYON,1.09,10-9 (+1),0-2 (-2),69%,0.77,31%,0,0,60%,Jackal,Pulse
0,FLETCH ,0.58,5-11 (-6),0-3 (-3),43%,0.36,21%,0,0,60%,Capitao,Bandit
1,WARDEN,0.89,11-12 (-1),2-1 (+1),50%,0.79,14%,0,0,55%,Hibana,Valkyrie
2,NIKO,0.73,5-11 (-6),0-0 (+0),57%,0.36,21%,0,2,60%,Ying,Castle
3,WINGS,0.73,7-13 (-6),3-1 (+2),57%,0.5,7%,0,0,43%,Lion,Jager
4,CUTIE,0.96,10-12 (-2),2-2 (+0),64%,0.71,14%,1,0,29%,Twitch,Mira
5,MERIEUX,1.07,8-6 (+2),2-0 (+2),64%,0.57,57%,1,1,38%,Ying,Bandit
6,CLOUD,0.95,8-10 (-2),0-2 (-2),79%,0.57,29%,0,0,40%,Thatcher,Mira
7,WOKKA,2.09,24-6 (+18),4-1 (+3),86%,1.71,57%,1,0,48%,Lion,Valkyrie
8,JJ,1.17,13-8 (+5),1-2 (-1),64%,0.93,43%,0,0,50%,Zofia,Jager
9,CRAZY PAPIYON,0.9,6-8 (-2),0-2 (-2),79%,0.43,43%,0,0,67%,Hibana,Lesion
0,MAGNET,1,16-15 (+1),1-4 (-3),70%,0.7,35%,0,1,33%,Ying,Smoke
1,LUSTY,0.95,16-18 (-2),0-2 (-2),61%,0.7,22%,0,1,50%,Hibana,Mira
2,RIZRAZ,0.91,16-20 (-4),6-4 (+2),61%,0.7,13%,1,1,63%,Zofia,Lesion
3,ACEZ,1.21,16-13 (+3),3-0 (+3),83%,0.7,43%,1,1,33%,Blackbeard,Valkyrie
4,NEOPHYTER,0.71,12-19 (-7),1-2 (-1),52%,0.52,17%,0,2,33%,Thatcher,Bandit
5,LUNARMETAL,0.85,12-17 (-5),2-4 (-2),61%,0.52,26%,0,0,50%,Montagne,Echo
6,YSAERA,1.59,28-14 (+14),6-0 (+6),91%,1.22,39%,1,1,63%,Ash,Smoke
7,QUANTIC,1.18,15-12 (+3),1-1 (+0),74%,0.65,48%,2,0,36%,Lion,Mira
8,HYSTERIX,0.95,15-17 (-2),1-2 (-1),70%,0.65,26%,0,2,50%,Zofia,Ela
9,REVECK,0.96,15-16 (-1),2-4 (-2),61%,0.65,30%,0,1,53%,Hibana,Smoke
0,MERIEUX,0.94,20-23 (-3),1-5 (-4),70%,0.67,23%,0,2,25%,Hibana,Bandit
1,CLOUD,1.04,20-19 (+1),2-1 (+1),60%,0.67,37%,2,4,68%,Thatcher,Mira
2,WOKKA,1.27,32-23 (+9),7-4 (+3),70%,1.07,23%,0,0,29%,Buck,Valkyrie
3,JJ,1.11,25-22 (+3),5-1 (+4),67%,0.83,27%,0,1,58%,Thermite,Smoke
4,CRAZY PAPIYON,0.94,19-22 (-3),3-1 (+2),73%,0.63,27%,0,0,44%,Hibana,Jager
5,SUNAN ,0.98,23-23 (+0),3-8 (-5),50%,0.77,23%,1,0,57%,Twitch,Jager
6,KENODY,0.9,19-21 (-2),1-2 (-1),50%,0.63,30%,1,2,65%,Hibana,Jager
7,KICKED,1.04,23-25 (-2),3-2 (+1),77%,0.77,17%,0,2,76%,Thatcher,Smoke
8,EVOU,1.03,22-24 (-2),2-3 (-1),73%,0.73,20%,0,0,36%,Lion,Mira
9,ARRAY,0.97,20-24 (-4),3-3 (+0),63%,0.67,20%,0,3,53%,Thermite,Mute
0,FLETCH,1.06,16-17 (-1),4-1 (+3),76%,0.76,19%,1,0,62%,Ying,Bandit
1,WARDEN,1.04,19-16 (+3),5-3 (+2),62%,0.9,24%,0,0,50%,Hibana,Vigil
