,Date,Team 1,Team 2,Team 1 Ban 1,Team 1 Ban 2,Team 1 Ban 3,Team 1 Pick 1,Team 2 Ban 1,Team 2 Ban 2,Team 2 Ban 3,Team 2 Pick 1,decider,Map 1 Round 1 Winner,Map 1 Round 1 Bombsite,Map 1 Round 1 Win Type,Map 1 Round 2 Winner,Map 1 Round 2 Bombsite,Map 1 Round 2 Win Type,Map 1 Round 3 Winner,Map 1 Round 3 Bombsite,Map 1 Round 3 Win Type,Map 1 Round 4 Winner,Map 1 Round 4 Bombsite,Map 1 Round 4 Win Type,Map 1 Round 5 Winner,Map 1 Round 5 Bombsite,Map 1 Round 5 Win Type,Map 1 Round 6 Winner,Map 1 Round 6 Bombsite,Map 1 Round 6 Win Type,Map 1 Round 7 Winner,Map 1 Round 7 Bombsite,Map 1 Round 7 Win Type,Map 2 Round 0 Winner,Map 2 Round 0 Bombsite,Map 2 Round 0 Win Type,Map 2 Round 1 Winner,Map 2 Round 1 Bombsite,Map 2 Round 1 Win Type,Map 2 Round 2 Winner,Map 2 Round 2 Bombsite,Map 2 Round 2 Win Type,Map 2 Round 3 Winner,Map 2 Round 3 Bombsite,Map 2 Round 3 Win Type,Map 2 Round 4 Winner,Map 2 Round 4 Bombsite,Map 2 Round 4 Win Type,Map 2 Round 5 Winner,Map 2 Round 5 Bombsite,Map 2 Round 5 Win Type,Map 2 Round 6 Winner,Map 2 Round 6 Bombsite,Map 2 Round 6 Win Type,Map 2 Round 7 Winner,Map 2 Round 7 Bombsite,Map 2 Round 7 Win Type,Map 3 Round 0 Winner,Map 3 Round 0 Bombsite,Map 3 Round 0 Win Type,Map 3 Round 1 Winner,Map 3 Round 1 Bombsite,Map 3 Round 1 Win Type,Map 3 Round 2 Winner,Map 3 Round 2 Bombsite,Map 3 Round 2 Win Type,Map 3 Round 3 Winner,Map 3 Round 3 Bombsite,Map 3 Round 3 Win Type,Map 3 Round 4 Winner,Map 3 Round 4 Bombsite,Map 3 Round 4 Win Type,Map 3 Round 5 Winner,Map 3 Round 5 Bombsite,Map 3 Round 5 Win Type,Map 1 Round 8 Winner,Map 1 Round 8 Bombsite,Map 1 Round 8 Win Type,Map 3 Round 6 Winner,Map 3 Round 6 Bombsite,Map 3 Round 6 Win Type,Map 1 Round 9 Winner,Map 1 Round 9 Bombsite,Map 1 Round 9 Win Type,Map 1 Round 10 Winner,Map 1 Round 10 Bombsite,Map 1 Round 10 Win Type,Map 1 Round 11 Winner,Map 1 Round 11 Bombsite,Map 1 Round 11 Win Type,Map 2 Round 8 Winner,Map 2 Round 8 Bombsite,Map 2 Round 8 Win Type,Map 2 Round 9 Winner,Map 2 Round 9 Bombsite,Map 2 Round 9 Win Type,Map 3 Round 7 Winner,Map 3 Round 7 Bombsite,Map 3 Round 7 Win Type,Map 3 Round 8 Winner,Map 3 Round 8 Bombsite,Map 3 Round 8 Win Type,Map 3 Round 9 Winner,Map 3 Round 9 Bombsite,Map 3 Round 9 Win Type,Map 2 Round 10 Winner,Map 2 Round 10 Bombsite,Map 2 Round 10 Win Type,Map 3 Round 10 Winner,Map 3 Round 10 Bombsite,Map 3 Round 10 Win Type,Map 1 Round 12 Winner,Map 1 Round 12 Bombsite,Map 1 Round 12 Win Type,Map 2 Round 11 Winner,Map 2 Round 11 Bombsite,Map 2 Round 11 Win Type,Map 2 Round 12 Winner,Map 2 Round 12 Bombsite,Map 2 Round 12 Win Type,Map 1 Round 13 Winner,Map 1 Round 13 Bombsite,Map 1 Round 13 Win Type,Map 3 Round 11 Winner,Map 3 Round 11 Bombsite,Map 3 Round 11 Win Type,Map 3 Round 12 Winner,Map 3 Round 12 Bombsite,Map 3 Round 12 Win Type,Map 4 Round 0 Winner,Map 4 Round 0 Bombsite,Map 4 Round 0 Win Type,Map 4 Round 1 Winner,Map 4 Round 1 Bombsite,Map 4 Round 1 Win Type,Map 4 Round 2 Winner,Map 4 Round 2 Bombsite,Map 4 Round 2 Win Type,Map 4 Round 3 Winner,Map 4 Round 3 Bombsite,Map 4 Round 3 Win Type,Map 4 Round 4 Winner,Map 4 Round 4 Bombsite,Map 4 Round 4 Win Type,Map 4 Round 5 Winner,Map 4 Round 5 Bombsite,Map 4 Round 5 Win Type,Map 4 Round 6 Winner,Map 4 Round 6 Bombsite,Map 4 Round 6 Win Type,Map 4 Round 7 Winner,Map 4 Round 7 Bombsite,Map 4 Round 7 Win Type,Map 4 Round 8 Winner,Map 4 Round 8 Bombsite,Map 4 Round 8 Win Type,Map 4 Round 9 Winner,Map 4 Round 9 Bombsite,Map 4 Round 9 Win Type,Map 4 Round 10 Winner,Map 4 Round 10 Bombsite,Map 4 Round 10 Win Type,Map 4 Round 11 Winner,Map 4 Round 11 Bombsite,Map 4 Round 11 Win Type,Map 4 Round 12 Winner,Map 4 Round 12 Bombsite,Map 4 Round 12 Win Type,Team 1 Pick 2,Team 2 Pick 2,Map 1 Round 14 Winner,Map 1 Round 14 Bombsite,Map 1 Round 14 Win Type,Map 1 Round 15 Winner,Map 1 Round 15 Bombsite,Map 1 Round 15 Win Type,Map 2 Round 13 Winner,Map 2 Round 13 Bombsite,Map 2 Round 13 Win Type,Map 2 Round 14 Winner,Map 2 Round 14 Bombsite,Map 2 Round 14 Win Type,Map 1 Round 16 Winner,Map 1 Round 16 Bombsite,Map 1 Round 16 Win Type,Map 1 Round 17 Winner,Map 1 Round 17 Bombsite,Map 1 Round 17 Win Type,Map 1 Round 18 Winner,Map 1 Round 18 Bombsite,Map 1 Round 18 Win Type,Map 1 Round 19 Winner,Map 1 Round 19 Bombsite,Map 1 Round 19 Win Type,Map 1 Round 20 Winner,Map 1 Round 20 Bombsite,Map 1 Round 20 Win Type,Map 1 Round 21 Winner,Map 1 Round 21 Bombsite,Map 1 Round 21 Win Type,Map 1 Round 22 Winner,Map 1 Round 22 Bombsite,Map 1 Round 22 Win Type,Map 1 Round 23 Winner,Map 1 Round 23 Bombsite,Map 1 Round 23 Win Type,Map 5 Round 0 Winner,Map 5 Round 0 Bombsite,Map 5 Round 0 Win Type,Map 5 Round 1 Winner,Map 5 Round 1 Bombsite,Map 5 Round 1 Win Type,Map 5 Round 2 Winner,Map 5 Round 2 Bombsite,Map 5 Round 2 Win Type,Map 5 Round 3 Winner,Map 5 Round 3 Bombsite,Map 5 Round 3 Win Type,Map 5 Round 4 Winner,Map 5 Round 4 Bombsite,Map 5 Round 4 Win Type,Map 5 Round 5 Winner,Map 5 Round 5 Bombsite,Map 5 Round 5 Win Type,Map 5 Round 6 Winner,Map 5 Round 6 Bombsite,Map 5 Round 6 Win Type,Map 5 Round 7 Winner,Map 5 Round 7 Bombsite,Map 5 Round 7 Win Type,Map 5 Round 8 Winner,Map 5 Round 8 Bombsite,Map 5 Round 8 Win Type,Map 5 Round 9 Winner,Map 5 Round 9 Bombsite,Map 5 Round 9 Win Type,Map 1 Round 24 Winner,Map 1 Round 24 Bombsite,Map 1 Round 24 Win Type,Map 3 Round 13 Winner,Map 3 Round 13 Bombsite,Map 3 Round 13 Win Type,Map 3 Round 14 Winner,Map 3 Round 14 Bombsite,Map 3 Round 14 Win Type,Team 1 Ban 4,Map 5 Round 10 Winner,Map 5 Round 10 Bombsite,Map 5 Round 10 Win Type,Map 5 Round 11 Winner,Map 5 Round 11 Bombsite,Map 5 Round 11 Win Type,Map 5 Round 12 Winner,Map 5 Round 12 Bombsite,Map 5 Round 12 Win Type,Map 5 Round 13 Winner,Map 5 Round 13 Bombsite,Map 5 Round 13 Win Type,Team 1 Pick 3,Map 4 Round 13 Winner,Map 4 Round 13 Bombsite,Map 4 Round 13 Win Type
373,Jul 19 2018,AsB,JCL,,,,,,,,,Border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Jul 18 2018,Scrypt,Ferox E-Sports,,,,,,,,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Jul 18 2018,Scrypt,Ferox E-Sports,,,,,,,,,Club House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Jul 18 2018,Team DAD1,Aerowolf,,,,,,,,,Consulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Jul 18 2018,Team DAD1,Aerowolf,,,,,,,,,Border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Jul 19 2018,Sound Of The Silencing,KlickBait Tactics,,,,,,,,,Coastline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Jul 19 2018,Sound Of The Silencing,KlickBait Tactics,,,,,,,,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Jul 19 2018,Impetus Gaming,Xavier Esports,,,,,,,,,Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Jul 19 2018,Impetus Gaming,Xavier Esports,,,,,,,,,Consulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Jul 21 2018,NobleGG,Obey Alliance,Oregon,Consulate,,Border,Bank,Villa,,Coastline,Club House,Obey Alliance,Armory/Archives,elimination,NobleGG,Customs/Supply,elimination,NobleGG,Armory/Archives,round timer,Obey Alliance,Ventilation/Workshop,elimination,NobleGG,Customs/Supply,round timer,NobleGG,Armory/Archives,elimination,Obey Alliance,Armory/Archives,round timer,NobleGG,Penthouse/Theater,elimination,NobleGG,Kitchen/Service,elimination,Obey Alliance,Penthouse/Theater,elimination,Obey Alliance,Kitchen/Service,elimination,NobleGG,Blue/Sunrise,elimination,NobleGG,Penthouse/Theater,elimination,Obey Alliance,Kitchen/Service,elimination,Obey Alliance,Blue/Sunrise,elimination ,,,,,,,,,,,,,,,,,,,NobleGG,Ventilation/Workshop,elimination,,,,NobleGG,Ventilation/Workshop,elimination,,,,,,,Obey Alliance,Penthouse/Theater,elimination,NobleGG,Penthouse/Theater,site retake and defuser disable,,,,,,,,,,NobleGG,Kitchen/Service,elimination,,,,,,,NobleGG,Kitchen/Service,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Jul 21 2018,Disrupt Gaming,Motiv8 Gaming,Consulate,Villa,,Coastline,Club House,Bank,,Border,Oregon,Disrupt Gaming,Blue/Sunrise,round timer,Disrupt Gaming,Kitchen/Service,elimination,Motiv8 Gaming,Hookah/Billiards,elimination,Disrupt Gaming,Blue/Sunrise,elimination,Disrupt Gaming,Kitchen/Service,elimination,Disrupt Gaming,Penthouse/Theater,elimination,Disrupt Gaming,Penthouse/Theater,elimination,Disrupt Gaming,Customs/Supply,elimination,Disrupt Gaming,Ventilation/Workshop,elimination,Disrupt Gaming,Armory/Archives,elimination,Disrupt Gaming,Customs/Supply,elimination,Motiv8 Gaming,Ventilation/Workshop,elimination,Disrupt Gaming,Armory/Archives,elimination ,Motiv8 Gaming,Armory/Archives,site retake and defuser disable,Motiv8 Gaming,Ventilation/Workshop,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motiv8 Gaming,Tellers/Bathroom,site retake and defuser disable,Disrupt Gaming,Armory/Archives,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Jul 24 2018,Rogue,Evil Geniuses,Consulate,Bank,,,Coastline,Villa,,,Oregon,Evil Geniuses,Laundry/Supply,round timer,Evil Geniuses,Dorms/Kids,site retake and defuser disable,Evil Geniuses,Tower/Rear Stage,elimination,Rogue,Laundry/Supply,elimination,Evil Geniuses,Dorms/Kids,round timer,Evil Geniuses,Laundry/Supply,elimination,Rogue,Laundry/Supply,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evil Geniuses,Dorms/Kids,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Jul 24 2018,NobleGG,Spacestation Gaming,Bank,Villa,,,Consulate,Oregon,,,Coastline,NobleGG,Blue/Sunrise,elimination,NobleGG,Penthouse/Theater,elimination,NobleGG,Kitchen/Service,elimination,NobleGG,Blue/Sunrise,elimination,Spacestation Gaming,Penthouse/Theater,elimination,Spacestation Gaming,Kitchen/Service,elimination,Spacestation Gaming,Penthouse/Theater,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spacestation Gaming,Blue/Sunrise,elimination,,,,NobleGG,Kitchen/Service,elimination,Spacestation Gaming,Penthouse/Theater,site retake and defuser disable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Jul 24 2018,Mousesports,Cloud9,Villa,Bank,,,Coastline,Border,,,Consulate,Mousesports,Lobby/Piano,elimination,Cloud9,Lobby/Piano,elimination,Mousesports,CEO/Meeting,elimination,Cloud9,CEO/Meeting,round timer,Cloud9,Lobby/Piano,elimination,Mousesports,Garage/Cafeteria,round timer,Cloud9,CEO/Meeting,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud9,CEO/Meeting,elimination,,,,Mousesports,Garage/Cafeteria,round timer,Cloud9,Lobby/Piano,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Jul 24 2018,SK Gaming,Obey Alliance,Oregon,Consulate,,,Border,Villa,,,Coastline,SK Gaming,Penthouse/Theater,elimination,Obey Alliance,Kitchen/Service,elimination,SK Gaming,Penthouse/Theater,elimination,Obey Alliance,Penthouse/Theater,site retake and defuser disable,SK Gaming,Kitchen/Service,elimination,SK Gaming,Hookah/Billiards,elimination,SK Gaming,Kitchen/Service,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SK Gaming,Blue/Sunrise,round timer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Jul 25 2018,Obey Alliance,Cloud9,Villa,Club House,,,Border,Oregon,,,Bank,Cloud9,Lockers/CCTV,round timer,Obey Alliance,Tellers/Archives,elimination,Cloud9,Tellers/Archives,elimination,Cloud9,Lockers/CCTV,elimination,Obey Alliance,CEO/Lounge,bomb defuse,Cloud9,Lockers/CCTV,elimination,Cloud9,CEO/Lounge,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud9,Lockers/CCTV,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Jul 25 2018,Rogue,NobleGG,Villa,Border,,,Bank,Consulate,,,Club House,Rogue,Church/Arsenal,round timer,Rogue,Cash/CCTV,elimination,Rogue,Master/Gym,elimination,Rogue,Church/Arsenal,elimination,Rogue,Cash/CCTV,elimination,NobleGG,Church/Arsenal,elimination,NobleGG,Cash/CCTV,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NobleGG,Master/Gym,elimination,,,,NobleGG,Church/Arsenal,elimination,Rogue,Cash/CCTV,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Jul 25 2018,Spacestation Gaming,Evil Geniuses,Club House,Consulate,,,Villa,Border,,,Bank,Spacestation Gaming,Lockers/CCTV,elimination,Evil Geniuses,Lockers/CCTV,site retake and defuser disable,Evil Geniuses,Tellers/Archives,site retake and defuser disable,Spacestation Gaming,Open Area/Kitchen,elimination,Spacestation Gaming,Lockers/CCTV,elimination,Spacestation Gaming,Lockers/CCTV,round timer,Evil Geniuses,Tellers/Archives,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evil Geniuses,CEO/Lounge,elimination,,,,Spacestation Gaming,Lockers/CCTV,site retake and defuser disable,Spacestation Gaming,Tellers/Archives,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Jul 25 2018,Mousesports,SK Gaming,Club House,Border,,,Oregon,Villa,,,Bank,SK Gaming,Lockers/CCTV,elimination,Mousesports,Lockers/CCTV,elimination,SK Gaming,Tellers/Archives,elimination,Mousesports,Tellers/Archives,elimination,SK Gaming,Lockers/CCTV,elimination,SK Gaming,Lockers/CCTV,elimination,Mousesports,Tellers/Archives,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SK Gaming,Tellers/Archives,elimination,,,,SK Gaming,Lockers/CCTV,site retake and defuser disable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Jul 27 2018,Millenium,PENTA Sports,Bank,Club House,,,Consulate,Border,,,Coastline,Millenium,Blue/Sunrise,elimination,PENTA Sports,Penthouse/Theater,elimination,PENTA Sports,Kitchen/Service,round timer,PENTA Sports,Blue/Sunrise,elimination,PENTA Sports,Penthouse/Theater,elimination,PENTA Sports,Kitchen/Service,elimination,Millenium,Blue/Sunrise,site retake and defuser disable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENTA Sports,Kitchen/Service,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Jul 27 2018,Team Vitality,i don't know,Coastline,Club House,,,Border,Consulate,,,Bank,i don't know,Open Area/Kitchen,elimination,i don't know,Lockers/CCTV,site retake and defuser disable,Team Vitality,CEO/Lounge,elimination,i don't know,Tellers/Archives,elimination,Team Vitality,Lockers/CCTV,elimination,Team Vitality,CEO/Lounge,elimination,Team Vitality,Lockers/CCTV,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i don't know,Tellers/Archives,elimination,,,,i don't know,CEO/Lounge,elimination,i don't know,Lockers/CCTV,elimination ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Jul 27 2018,Supremacy,OrgLess,Villa,Oregon,,,Consulate,Club House,,,Border,OrgLess,Ventilation/Workshop,elimination,OrgLess,Armory/Archives,site retake and defuser disable,Supremacy,Customs/Supply,elimination,OrgLess,Ventilation/Workshop,elimination,OrgLess,Armory/Archives,elimination,Supremacy,Customs/Supply,elimination ,Supremacy,Armory/Archives,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OrgLess,Ventilation/Workshop,elimination,,,,OrgLess,Customs/Supply,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Jul 27 2018,Chaos,Mock-it-Esports,Oregon,Border,,,Villa,Consulate,,,Club House,Chaos,Master/Gym,elimination,Chaos,Cash/CCTV,elimination,Chaos,Church/Arsenal,elimination,Chaos,Master/Gym,site retake and defuser disable,Chaos,Cash/CCTV,elimination,Mock-it-Esports,Church/Arsenal,round timer,Mock-it-Esports,Cash/CCTV,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaos,Master/Gym,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Jul 26 2018,Team Vitality,PENTA Sports,Coastline,Villa,,,Bank,Consulate,,,Oregon,Team Vitality,Laundry/Supply,elimination,Team Vitality,Dorms/Kids,elimination,PENTA Sports,Kitchen/Dining,elimination,PENTA Sports,Laundry/Supply,round timer,PENTA Sports,Dorms/Kids,round timer,Team Vitality,Dorms/Kids,elimination,Team Vitality,Tower/Rear Stage,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Team Vitality,Laundry/Supply,elimination,,,,PENTA Sports,Dorms/Kids,elimination,PENTA Sports,Dorms/Kids,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
